Name,Math_Grade7,Math_Grade8,Math_Grade9,English_Grade7,English_Grade8,English_Grade9,Kiswahili_Grade7,Kiswahili_Grade8,Kiswahili_Grade9,Integrated_Grade7,Integrated_Grade8,Integrated_Grade9,Agriculture_Grade7,Agriculture_Grade8,Agriculture_Grade9,Social_Grade7,Social_Grade8,Social_Grade9,CRE_Grade7,CRE_Grade8,CRE_Grade9,Creative_Arts_and_Sports_Grade7,Creative_Arts_and_Sports_Grade8,Creative_Arts_and_Sports_Grade9,Pretechnical_Grade7,Pretechnical_Grade8,Pretechnical_Grade9,Actual Pathway
Stephen,68,86,55,80,90,77,61,60,89,65,45,80,48,64,69,77,79,60,75,45,69,47,79,74,54,90,63,STEM
Timothy,60,50,48,71,57,74,64,66,84,61,77,75,68,63,74,59,83,87,73,82,64,70,67,64,81,87,83,STEM
Uriah,49,61,45,55,50,81,46,71,54,82,84,59,79,67,46,56,61,65,90,70,62,79,51,49,62,89,62,Social Science
Vincent,46,51,60,82,62,89,61,48,73,66,57,86,57,81,45,75,57,64,83,59,64,50,83,51,77,70,90,STEM
William,85,52,89,82,57,68,75,83,72,55,88,64,89,87,82,52,90,88,56,76,87,78,63,58,83,86,80,Social Science
Xandra,53,58,65,90,83,79,70,80,59,52,73,76,87,47,60,58,46,90,85,68,79,67,81,72,61,64,48,Social Science
Yvette,84,60,50,68,47,73,89,73,58,76,80,77,52,45,66,58,84,89,47,75,51,63,58,55,55,84,76,Arts and Sports
Zion,81,86,47,77,88,83,46,78,61,83,66,76,78,76,81,46,57,73,45,86,75,77,82,71,65,80,46,Social Science
Anthony,87,64,48,78,56,45,64,54,68,53,85,82,56,60,84,48,69,61,47,67,70,79,57,48,78,55,53,STEM
Beatrice,82,86,71,49,60,74,50,70,67,78,79,85,88,53,49,78,74,87,86,86,48,75,84,80,72,85,69,Social Science
Charles,62,45,69,52,79,66,89,86,70,46,55,80,74,54,65,51,46,74,67,79,74,65,88,77,77,53,86,Arts and Sports
David,68,81,81,75,55,54,48,65,78,82,85,48,78,47,57,60,85,85,59,66,86,58,61,61,51,78,49,Social Science
Esther,64,56,83,85,70,48,48,79,45,72,61,50,46,55,79,66,65,79,50,75,55,73,52,77,46,52,50,STEM
Florence,84,64,78,49,54,85,82,68,63,71,70,80,75,66,54,67,54,65,88,49,77,87,46,64,51,53,87,Arts and Sports
George,89,59,88,59,62,81,78,45,66,52,58,76,61,61,67,86,53,68,76,81,69,58,70,81,75,63,78,Social Science
Hannah,49,87,58,62,46,72,59,69,72,54,66,86,87,77,46,82,63,49,53,75,48,84,59,58,85,85,52,STEM
Isaac,55,86,52,72,72,46,72,86,62,73,86,89,45,73,71,63,45,82,90,47,72,78,80,89,87,64,63,STEM
Janet,49,79,63,55,89,82,53,81,65,59,49,61,90,88,79,80,63,83,54,84,59,59,58,79,70,63,61,Arts and Sports
Leonard,46,45,60,84,64,50,63,85,51,69,90,85,74,71,53,53,56,63,76,47,45,52,72,49,49,49,54,STEM
Monica,80,69,48,51,58,87,83,85,71,72,86,67,79,58,78,75,81,80,60,85,69,45,72,88,87,56,46,STEM
Norah,47,82,83,80,61,78,49,88,90,73,51,47,48,79,51,82,67,85,88,78,76,88,59,70,51,65,82,Social Science
Paul,56,77,75,89,58,51,82,80,64,73,53,58,77,83,67,62,70,85,74,89,62,72,90,54,55,80,64,STEM
Ruth,86,86,72,72,45,82,45,88,66,54,87,76,84,63,54,71,79,50,81,82,81,71,73,50,80,50,75,STEM
Simon,63,75,66,60,59,54,88,65,46,59,86,49,85,59,58,55,69,62,69,52,72,84,62,90,71,54,55,STEM
Tabitha,89,82,53,90,58,50,90,65,59,75,57,81,60,55,54,74,83,49,90,55,73,50,56,82,61,61,68,Social Science
Unity,47,60,83,65,89,65,63,73,56,90,81,76,45,77,48,84,84,61,79,68,77,90,69,64,90,56,80,STEM
Valerie,73,48,78,46,80,66,62,77,48,56,75,87,64,45,73,53,84,50,47,74,61,57,45,62,65,70,76,Social Science
Wycliffe,57,63,79,80,86,48,52,47,60,54,60,80,81,59,88,50,62,49,46,45,75,47,76,55,61,46,61,Social Science
Xiomara,69,56,74,53,67,73,50,61,47,48,65,52,81,82,88,63,58,75,72,64,77,63,80,87,52,70,51,STEM
Yohanna,49,47,60,82,82,61,59,79,49,56,89,83,88,79,58,61,49,58,47,86,45,88,71,61,73,55,45,Social Science
Zelma,70,84,60,74,65,78,64,64,82,67,70,55,46,59,76,57,74,67,71,78,49,57,80,51,69,78,85,Social Science
Aaron,55,48,83,49,56,63,65,90,57,71,56,81,51,48,74,60,79,89,48,66,54,86,75,51,80,81,55,Arts and Sports
Bridget,72,69,46,80,86,72,61,81,75,90,63,82,66,67,62,87,86,51,83,57,64,71,45,81,60,85,51,Social Science
Clive,56,67,45,84,53,84,87,64,47,82,86,71,64,46,77,58,58,73,62,67,58,89,78,77,56,88,54,Arts and Sports
Dorothy,45,77,87,48,81,88,66,55,73,63,48,80,80,45,74,67,67,79,54,57,63,56,86,90,48,56,62,STEM
Elias,62,70,74,45,62,86,66,60,74,48,60,69,79,83,54,80,45,55,59,83,71,84,54,58,64,48,50,STEM
Faith,57,45,73,86,83,74,69,61,61,73,73,79,48,69,48,49,87,55,85,46,83,69,51,63,83,47,67,STEM
Gideon,58,75,54,87,78,72,59,88,50,53,70,64,74,50,76,75,59,78,84,85,66,83,60,54,76,46,49,Social Science
Helena,72,68,79,54,86,53,58,57,75,63,83,84,68,75,87,48,85,79,74,75,48,53,54,53,61,82,79,STEM
Ian,75,49,88,61,55,84,73,82,69,62,90,55,52,87,60,54,46,81,86,62,82,71,71,68,67,75,69,Social Science
Janet,80,50,66,60,65,80,55,81,67,51,89,76,84,61,54,68,78,84,61,78,49,85,75,78,89,55,49,Arts and Sports
Kelvin,52,86,75,49,88,65,83,81,78,80,53,76,90,88,65,59,52,84,78,56,55,72,66,57,71,75,60,Arts and Sports
Lucy,53,74,66,77,53,86,45,62,68,63,66,52,79,52,77,59,46,84,51,54,47,61,82,54,47,67,59,STEM
Martin,80,65,45,75,50,56,55,47,50,79,52,61,67,61,46,77,62,69,78,61,55,60,82,57,54,58,84,STEM
Naomi,89,49,55,78,79,50,63,72,60,53,70,72,72,58,46,85,60,82,52,53,81,72,89,67,56,45,46,Arts and Sports
Oscar,54,61,55,52,71,65,83,68,89,76,70,48,55,78,62,86,62,51,60,56,72,85,55,73,54,68,74,Social Science
Priscilla,78,60,46,74,74,84,74,48,54,84,46,54,57,75,53,85,57,50,86,62,48,57,46,52,61,67,51,Arts and Sports
Quinton,88,65,76,87,59,87,65,67,87,64,83,62,58,69,64,77,55,90,55,59,47,79,55,63,69,72,68,Arts and Sports
Rosemary,78,59,45,90,89,71,77,57,45,90,65,58,70,77,79,84,54,78,66,71,64,47,88,90,48,62,85,STEM
Samuel,60,73,78,49,53,69,84,49,78,84,78,74,50,52,84,84,62,47,52,53,73,59,50,64,72,48,87,STEM
Tobias,51,75,49,79,55,86,89,71,47,63,84,57,83,81,56,65,84,83,81,52,54,67,69,77,70,72,87,STEM
Ursula,59,76,80,48,71,90,59,50,78,51,72,76,69,80,49,68,86,51,66,48,81,87,60,67,66,57,69,Arts and Sports
Victor,61,73,55,79,52,64,66,90,55,74,46,83,48,83,67,59,82,77,49,89,56,59,70,72,54,63,89,Arts and Sports
Winnie,58,87,51,79,45,58,62,62,67,76,53,76,66,85,62,57,68,45,85,73,55,73,60,82,88,68,61,Social Science
Xavier,68,45,68,52,79,87,79,63,60,82,60,64,78,84,49,45,67,69,63,71,60,80,47,67,66,57,69,Arts and Sports
Yvonne,61,83,79,56,59,69,84,84,69,80,51,48,67,56,81,68,69,62,58,76,48,78,54,79,71,82,59,Arts and Sports
Zachariah,46,78,78,63,64,55,62,60,72,89,50,77,87,80,64,66,70,71,69,74,90,45,88,55,90,47,53,STEM
Abel,61,46,70,49,62,75,71,52,60,79,85,55,57,80,67,83,61,73,87,82,70,85,52,67,89,48,73,STEM
Bernice,62,46,68,65,83,85,68,88,80,77,72,71,61,85,63,67,82,54,64,76,48,78,80,63,58,78,71,STEM
Cynthia,66,46,80,67,47,52,46,75,81,83,89,73,88,78,82,89,56,55,83,85,61,68,50,83,51,60,89,Social Science
Dennis,76,75,58,79,55,86,64,78,65,47,70,89,68,65,48,52,50,46,63,73,45,62,49,57,87,62,55,STEM
Esther,81,71,71,81,75,47,70,80,58,69,56,89,88,68,48,69,46,62,53,81,84,60,84,62,53,51,45,Arts and Sports
Felix,55,76,63,66,75,53,77,84,45,57,86,49,83,77,66,78,83,85,75,72,84,86,82,54,55,88,87,STEM
George,79,50,90,89,81,50,53,88,56,45,71,55,83,87,49,79,61,59,66,46,85,48,58,72,73,54,83,STEM
Hannah,69,75,81,50,58,90,48,68,90,69,47,63,70,45,82,59,51,72,72,65,90,68,64,87,72,65,72,Social Science
Isaiah,87,66,76,47,45,70,87,47,85,83,83,75,74,86,82,77,57,47,65,72,76,84,59,65,87,76,84,Social Science
Joy,54,71,89,89,57,90,59,50,77,80,77,58,73,88,52,58,86,52,49,52,82,74,71,88,79,51,62,Social Science
Kennedy,65,75,72,90,81,74,48,73,72,64,77,54,57,46,48,55,79,53,65,67,56,83,46,64,66,70,59,Social Science
Leah,61,48,80,46,74,67,90,87,85,74,48,60,55,90,52,65,77,76,69,67,63,71,79,86,83,76,58,Social Science
Michael,60,78,55,63,76,56,89,70,55,70,82,72,74,87,80,74,65,51,74,74,58,61,90,46,67,51,86,Social Science
Norbert,78,70,67,48,86,90,81,86,65,53,73,50,77,50,68,76,68,56,54,69,79,47,54,60,52,77,85,STEM
Olivia,85,73,73,71,63,67,59,63,80,45,79,76,48,47,77,84,85,65,50,83,60,60,87,46,57,51,71,Social Science
Patrick,74,72,63,86,60,46,62,52,78,90,79,77,69,72,80,45,88,76,83,74,62,49,72,72,84,89,52,STEM
Raphael,76,74,70,64,53,83,47,80,69,64,88,86,71,83,77,64,89,81,87,58,77,74,58,53,69,63,79,STEM
Sophia,74,83,50,68,59,72,74,71,84,82,86,86,59,67,87,72,67,53,68,86,50,64,45,59,84,52,76,Arts and Sports
Thomas,59,86,57,60,55,46,61,75,59,61,48,69,70,47,84,55,60,52,76,82,62,87,45,47,75,48,58,Arts and Sports
Unity,52,76,67,79,81,70,45,79,84,80,71,56,75,71,72,81,77,66,49,76,46,56,78,70,61,90,89,STEM
Vincent,61,61,67,57,70,60,84,84,83,74,81,78,66,76,57,46,47,46,61,72,86,89,51,51,55,75,81,STEM
Walter,61,53,89,79,63,65,75,68,90,88,57,48,62,79,62,66,64,52,51,85,89,81,66,73,78,55,82,Social Science
Xena,71,48,83,61,88,84,70,81,64,67,59,89,55,73,72,90,83,51,75,88,49,61,52,74,72,46,61,STEM
Yusuf,48,76,87,82,47,79,65,71,78,80,86,78,69,54,67,68,67,80,71,85,80,81,58,53,61,64,85,STEM
Zebedee,59,60,54,85,77,64,51,69,50,59,57,81,68,53,77,72,71,72,52,49,58,64,80,58,84,55,61,Social Science
Albert,70,47,60,50,73,57,57,57,72,90,90,88,72,86,77,72,88,78,59,64,46,73,48,75,78,48,63,STEM
Beatrice,71,62,57,52,82,60,54,75,80,83,73,81,63,67,61,74,68,70,66,58,89,58,87,90,50,48,57,Arts and Sports
Christine,86,49,61,48,88,71,48,58,48,89,63,67,59,77,87,61,83,56,51,89,80,69,53,47,64,75,72,Social Science
Daniel,49,63,59,56,88,89,77,65,90,67,58,82,57,72,85,87,74,61,87,67,83,53,81,65,76,78,57,Arts and Sports
Edwin,83,88,72,87,85,51,49,83,86,84,49,76,45,71,71,49,52,45,82,64,68,48,56,78,53,78,82,STEM
Florence,78,74,78,78,88,84,82,77,75,71,47,74,70,86,77,88,56,55,81,74,59,88,52,84,46,74,69,STEM
Grace,55,68,47,70,77,83,74,75,72,68,75,70,57,78,55,74,66,71,67,67,84,60,71,55,77,61,74,STEM
Henry,84,74,75,62,58,54,56,83,53,71,76,66,54,47,80,74,78,84,63,82,73,57,79,68,84,62,77,Arts and Sports
Isabel,78,72,52,82,90,56,47,77,83,82,66,86,74,84,60,62,55,67,51,47,81,71,80,46,46,76,66,Arts and Sports
Joseph,56,55,54,78,70,90,50,81,87,58,60,86,82,69,49,50,77,73,77,46,57,58,87,61,62,85,60,STEM
Keziah,57,73,72,76,48,73,70,48,57,79,87,68,58,79,45,60,74,81,72,65,80,66,50,85,67,88,57,STEM
Lawrence,85,71,85,64,61,47,60,68,52,84,82,75,75,82,77,45,88,54,50,80,52,49,61,76,62,72,75,Social Science
Margaret,80,64,55,88,71,87,75,68,60,88,45,49,51,82,83,58,52,52,79,63,87,53,46,54,72,46,52,Arts and Sports
Nicholas,68,74,85,58,79,55,70,52,61,86,54,58,72,55,67,62,46,57,54,59,62,50,76,75,61,87,62,STEM
Ophelia,87,69,49,82,62,69,65,77,52,55,56,70,81,69,90,83,60,60,57,61,83,52,65,81,69,71,73,Arts and Sports
Peter,71,61,73,50,51,67,84,58,49,74,69,75,61,70,72,46,59,61,82,58,72,59,76,84,77,79,70,Social Science
Rebecca,80,55,61,84,45,71,64,53,80,72,71,55,68,89,53,74,58,71,73,75,72,81,69,51,76,45,81,Arts and Sports
Stephen,53,45,59,82,79,89,89,75,77,82,56,45,77,76,84,70,62,77,75,89,87,77,82,52,55,70,45,Arts and Sports
Timothy,89,48,60,79,89,68,88,65,66,75,71,89,61,62,69,59,69,72,76,84,65,61,86,87,55,83,48,STEM
Uriah,62,50,59,63,67,57,68,48,58,73,89,82,51,60,81,46,89,83,59,72,68,81,51,81,51,50,67,Arts and Sports
Valerie,49,81,58,90,82,89,86,89,83,76,56,56,52,64,46,68,74,89,76,70,56,87,78,90,72,52,74,STEM
William,53,80,60,59,52,84,78,81,80,64,65,56,77,60,84,80,76,57,46,55,77,70,62,60,64,84,88,STEM
Xiomara,61,76,70,54,48,81,73,65,72,85,53,90,48,74,53,53,68,48,87,46,76,61,88,54,62,54,53,STEM
Yvette,52,78,68,73,52,69,88,54,46,79,88,65,70,78,53,59,54,66,60,75,79,59,64,82,85,84,66,STEM
Zion,76,59,56,60,51,58,49,72,84,54,58,81,88,49,88,74,49,73,63,77,49,61,58,88,76,72,69,STEM
Anthony,72,68,86,52,64,70,76,90,53,58,80,72,81,56,47,55,88,66,84,83,84,83,49,53,90,58,54,Arts and Sports
Caroline,86,73,73,79,86,62,74,46,56,74,65,80,69,75,83,79,70,51,57,49,70,56,61,70,77,82,49,STEM
David,47,64,46,80,68,77,67,63,66,67,68,71,76,69,54,74,53,59,47,60,54,83,45,85,56,64,48,STEM
Eunice,51,45,79,84,87,52,65,65,60,70,56,59,52,60,81,81,54,47,69,56,54,67,47,87,79,65,45,Arts and Sports
Francis,56,81,55,47,63,68,76,83,71,51,66,53,46,74,70,87,65,84,90,72,49,70,61,81,66,49,48,STEM
Gladys,52,82,47,76,55,57,53,63,59,74,73,85,60,83,48,86,68,60,88,49,75,48,47,63,63,74,72,Social Science
Harriet,60,90,89,77,87,79,90,85,46,89,68,89,90,49,76,80,46,54,77,46,49,89,66,55,75,89,57,STEM
Isaac,73,71,73,77,78,75,62,55,85,49,49,56,71,79,72,49,57,74,60,62,86,52,74,45,64,60,49,Social Science
Judith,67,61,70,53,89,89,63,79,58,53,75,61,53,70,46,48,69,84,58,55,63,81,80,65,68,87,63,STEM
Leonard,57,81,74,77,88,75,57,83,68,89,87,60,49,82,46,62,82,47,56,78,53,86,55,67,78,88,77,STEM
Monica,73,57,61,86,89,65,45,74,79,58,66,88,73,84,68,51,67,55,59,62,68,48,81,66,83,54,54,Arts and Sports
Nancy,68,77,74,89,55,86,48,45,61,60,51,46,75,46,53,86,53,47,83,61,71,62,64,67,55,55,84,Social Science
Paul,88,45,73,84,45,87,90,60,79,90,80,61,53,66,63,52,74,83,90,78,82,60,47,46,79,53,65,Social Science
Regina,64,80,55,65,54,85,85,52,56,77,80,76,58,48,76,59,76,76,57,52,87,67,69,66,69,85,85,STEM
Simon,49,80,75,60,72,76,74,51,70,59,70,46,71,50,48,59,57,86,79,69,66,64,90,53,90,69,65,STEM
Tabitha,67,86,78,85,63,83,52,70,64,65,47,85,79,63,70,64,80,63,60,72,86,56,47,69,88,51,83,Arts and Sports
Unity,62,61,56,69,80,85,61,89,50,80,46,71,85,84,45,60,69,64,73,60,49,87,81,48,73,64,46,STEM
Victorine,45,73,51,69,66,72,54,79,82,78,66,90,59,90,83,73,46,73,75,80,55,48,82,71,52,69,68,Arts and Sports
Wilfred,88,57,45,64,61,62,52,48,62,72,74,84,59,49,60,59,55,69,52,61,77,54,84,74,86,48,66,Arts and Sports
Xandra,68,87,83,60,81,59,84,83,83,65,90,76,68,46,57,58,46,46,85,74,63,88,49,75,49,82,82,Social Science
Yohanna,52,54,88,78,45,70,53,85,57,70,58,48,52,45,74,50,74,49,56,67,62,70,54,88,51,88,90,Social Science
Zelma,78,60,85,81,74,53,62,59,47,47,45,62,73,60,80,88,87,65,63,89,53,52,45,77,61,88,79,STEM
Florence,80,58,56,55,47,71,78,51,68,72,51,59,84,62,72,75,47,45,90,50,57,67,51,85,62,67,62,Social Science
Robert,51,70,46,85,76,64,55,50,51,45,88,77,82,68,46,68,83,79,64,73,89,49,82,84,88,78,64,STEM
Irene,55,81,81,60,88,72,83,46,56,52,51,68,61,55,45,50,78,76,72,89,64,72,86,47,51,68,71,STEM
Chris,54,60,72,56,74,47,63,70,80,61,89,67,77,87,51,88,73,66,52,55,69,85,63,67,72,46,86,Arts and Sports
Ann,76,80,46,48,71,71,86,78,68,63,81,45,76,68,81,60,79,56,53,67,81,68,72,56,73,65,51,Arts and Sports
Joshua,65,90,85,74,88,47,71,47,75,49,58,51,72,48,80,62,69,54,50,70,61,67,60,46,81,84,90,Arts and Sports
Sylvia,57,45,51,64,76,49,77,77,84,82,70,83,57,78,84,63,72,48,58,83,67,54,51,64,78,50,83,STEM
Allan,69,84,49,54,75,49,51,47,71,47,49,59,60,66,60,71,46,52,86,47,45,48,52,82,50,63,51,STEM
Emily,83,79,75,78,65,72,58,79,82,50,86,87,61,84,76,60,52,89,63,82,81,59,89,54,51,76,53,STEM
Charles,66,87,51,69,61,70,71,87,61,73,67,67,47,69,65,87,66,82,56,79,82,90,70,70,52,69,55,STEM
Dorcas,50,86,72,89,56,60,64,65,61,78,68,45,62,73,68,66,77,51,81,82,87,81,75,84,82,66,72,Arts and Sports
Fredrick,86,83,87,86,79,77,60,72,62,85,45,60,89,49,90,72,76,68,86,45,87,63,86,76,64,59,85,STEM
Susan,71,45,84,59,67,73,80,60,70,70,49,90,45,82,77,53,54,57,83,75,65,56,80,45,46,72,59,STEM
Caleb,56,81,66,51,56,45,72,56,87,51,68,50,74,56,58,83,56,67,48,75,69,78,73,78,74,77,65,Arts and Sports
Janice,72,84,60,82,79,67,60,90,61,46,74,87,58,67,87,61,50,83,69,80,48,49,76,75,74,64,57,Social Science
Eric,60,75,56,90,69,51,89,62,79,64,60,79,82,90,68,52,56,67,69,88,79,53,58,55,65,57,59,STEM
Gladys,90,54,52,47,45,53,66,51,86,56,66,53,69,78,74,77,55,73,47,80,55,55,72,48,69,51,80,Arts and Sports
Lawrence,58,58,82,63,74,57,80,78,48,64,87,70,68,59,73,80,72,76,51,60,46,61,60,84,88,45,53,STEM
Mercy,49,56,75,83,53,78,90,69,47,56,85,77,65,88,50,60,85,83,86,83,48,84,80,84,71,67,45,Arts and Sports
Albert,78,70,58,57,85,61,60,49,76,61,66,72,56,64,75,66,56,81,45,59,63,88,90,77,80,84,47,STEM
Vivian,70,80,51,87,80,58,48,73,68,74,70,69,86,77,45,78,77,87,74,63,90,77,84,86,50,68,73,STEM
Oscar,83,88,82,78,57,53,50,73,59,82,48,75,67,62,78,45,81,66,86,66,79,90,61,45,85,89,59,STEM
Pamela,72,70,67,77,86,75,75,79,85,45,79,77,63,90,68,62,49,51,78,72,84,62,48,54,68,77,81,STEM
Elijah,66,74,50,58,75,70,47,68,86,48,77,46,57,69,57,74,63,74,52,78,78,66,51,54,46,68,70,Social Science
Tabitha,59,53,57,68,50,71,71,58,59,84,70,78,72,84,48,68,61,76,73,54,51,86,48,67,65,75,60,STEM
Isaac,62,71,61,65,88,69,45,62,83,56,57,60,62,73,75,46,81,47,62,50,55,65,88,67,78,45,73,Arts and Sports
Brenda,49,75,46,56,49,53,79,45,66,60,62,90,56,89,80,58,89,57,84,67,77,53,54,71,59,69,64,Arts and Sports
Raphael,63,61,71,62,60,68,83,89,71,76,59,76,65,75,55,66,59,81,53,86,89,52,72,62,52,57,89,STEM
Lydia,77,78,84,90,88,74,56,83,76,62,76,75,76,77,55,82,76,85,51,70,90,59,72,77,77,77,69,Social Science
Patrickson,73,54,59,68,54,76,58,80,53,52,64,53,74,75,55,65,49,68,61,45,81,51,76,68,89,66,60,Arts and Sports
Norah,62,90,75,59,62,60,79,81,73,82,59,62,67,68,67,81,81,60,73,65,71,80,67,89,55,49,62,Social Science
Clifford,63,89,66,83,68,49,82,71,74,80,69,71,82,68,85,65,54,57,85,65,84,57,55,63,59,52,58,STEM
Angela,73,57,90,67,78,86,67,61,67,84,78,88,82,81,79,56,74,50,70,69,64,52,83,89,81,82,66,STEM
Collins,62,59,90,66,71,72,57,67,52,64,76,63,83,67,52,55,74,63,69,86,68,85,68,45,66,79,83,Arts and Sports
Faith,69,85,85,85,87,72,84,50,45,58,59,57,75,51,79,50,79,48,47,46,55,73,70,81,58,83,83,Arts and Sports
Nelson,70,63,71,74,87,60,47,87,63,46,62,67,82,86,81,47,74,73,85,52,76,77,75,53,69,47,46,Arts and Sports
Miriam,60,84,69,74,62,70,56,84,52,84,59,59,61,51,59,47,70,79,56,53,63,83,61,86,79,47,76,Social Science
Donald,86,60,46,52,62,77,78,85,62,60,80,81,68,66,89,59,50,58,56,56,60,77,50,59,50,69,47,STEM
Sharon,86,58,86,79,65,75,47,56,75,84,46,87,59,70,65,75,90,71,83,90,88,89,85,81,89,67,48,Arts and Sports
Edwin,68,79,59,79,51,48,81,66,66,90,47,86,87,46,49,57,50,51,70,57,55,66,78,68,77,61,45,Social Science
Priscilla,75,72,75,65,82,57,84,85,58,45,54,89,79,50,57,71,85,65,62,86,84,67,55,49,52,77,48,STEM
Victorine,69,60,49,46,68,80,47,67,82,62,48,51,62,54,86,75,63,76,49,61,81,56,60,77,71,68,76,STEM
Hosea,82,51,82,78,72,46,59,55,61,61,81,84,70,59,48,45,59,52,87,52,78,88,74,65,53,90,47,Arts and Sports
Jacinta,77,73,69,82,54,62,65,78,54,90,85,58,74,83,85,54,46,77,48,45,74,85,81,70,79,47,69,Arts and Sports
Leonard,88,49,79,52,72,46,51,85,48,71,63,66,57,57,87,64,54,69,51,59,45,68,76,48,80,88,64,Arts and Sports
Millicent,56,76,54,61,59,81,53,84,78,55,52,76,53,79,74,85,47,88,73,52,85,46,76,56,50,56,79,STEM
Barnabas,69,90,74,48,87,68,68,56,71,74,77,62,77,72,72,75,67,74,58,66,65,56,77,69,58,53,70,Arts and Sports
Roseline,85,60,72,59,47,56,73,55,89,45,52,86,75,83,64,64,72,64,55,50,89,47,55,57,76,64,81,Social Science
Ezekiel,75,72,49,69,76,71,50,86,78,66,51,78,61,48,89,68,81,47,60,86,47,57,60,86,73,61,90,STEM
Hellen,59,64,78,54,57,58,53,48,50,69,87,49,75,63,71,70,84,74,84,63,55,50,74,49,61,63,57,STEM
Jonah,84,81,64,47,67,71,70,82,48,57,83,53,71,79,61,60,75,77,78,84,45,72,50,67,76,69,52,STEM
Patricia,76,62,81,85,78,71,68,86,80,71,48,66,57,80,58,52,48,88,79,50,69,59,50,86,51,56,70,STEM
Mark,55,47,86,58,67,51,54,47,84,51,65,78,88,58,85,75,72,86,85,81,85,82,79,74,80,63,78,STEM
Regina,53,61,65,49,71,67,88,87,65,61,70,45,71,82,74,51,46,85,88,75,70,65,69,87,71,60,73,STEM
Abel,71,58,75,63,90,69,45,82,60,74,88,68,89,48,58,76,50,61,59,77,63,49,59,81,52,83,87,STEM
